Date,Agua_de_Beber_1963_Version,Aguas_de_Marco_Waters_of_March,Baby_I_Love_Your_Way,Back_in_Black,Better_Together,Billie_Jean,Bold_As_Love,Born_In_The_U.S.A,Break_Free_feat_Zedd,Break_on_Through,Brick_House,Coming_Home,Contact,Dancing_In_The_Dark,Dont_Worry_Be_Happy,Easy_Extended,Forget_You,Get_Lucky,Gimme_Shelter,Glory_Days,Got_to_Be_Real,Gravity,Holocene,I_Want_You_Back,Is_This_Love,Jamming,Lets_Groove,Levels_Original_Mix,Light_My_Fire,Little_Ghetto_Boy,Love_On_Top,Lovers_Carvings,Motherboard,Movin_Out_Anthonys_Song,My_Cherie_Amour,Ooh_La,Rich_Girl,River,Rolling_in_the_Deep,Sara_Smile,Seaside,Shake_Your_Body_Down_To_The_Ground,Sleepyhead,Slip_Slide,Slow_Dance,Sofa_Song,Someone_New,Starry_Eyed,Stayin_Alive,Stereo,Sunday_Candy,The_Girl_from_Ipanema,Thriller,Treasure,Use_Me,You_Make_My_Dreams,You_Rock_My_World_With_Intro,Latch_feat_Sam_Smith,Wish_You_Were_Here,Smooth_Criminal,Sir_Duke,Signed_Sealed_Delivered_Im_Yours,Rather_Be_feat_Jess_Glynne,Part-Time_Lover,Money,Just_Friends_Sunny,I_Will_Wait,Ho_Hey,Hey_You,Boogie_On_Reggae_Woman,Black_Or_White,Behind_Blue_Eyes,Beat_It,Beast_Of_Burden,Babel,Thrift_Shop_feat_Wanz,That_Girl,Sunday_Morning,Smooth_Sailin,Mirrors,Lisa_Sawyer,Kids,I_Got_You_I_Feel_Good,Get_Up_Offa_That_Thing_1991_Edit,Get_Down_on_It,Flowers,Electric_Feel,Cant_Hold_Us_feat_Ray_Dalton,Brown_Skin_Girl,Yellow,When_We_Get_By,When_I_Was_Your_Man,Viva_la_Vida,Stir_It_Up_Original,Should_I_Stay_Or_Should_I_Go,Needy_Girl,Lonely_Boy,London_Calling,Life_In_Technicolor,Call_Me_Maybe,Buffalo_Soldier
11/15/21,4868,6435,7084,1886,2801,519,8866,3942,9034,8965,3414,8510,4436,2375,9047,9340,5230,3967,2055,1515,5532,151,3679,161,3755,2344,6623,7484,2659,2193,4326,6735,5258,6352,9,2760,5136,1126,5871,203,915,4711,3139,3806,4713,2249,9876,9837,1655,2975,5515,5877,8987,7450,9735,524,5231,3926,9933,3628,7985,3168,1422,4854,8896,5825,6284,9756,5913,5958,7432,7842,3851,4480,5140,8781,7488,992,9995,9509,8625,3474,7639,3488,5908,8490,1857,9705,9279,3048,3012,343,7902,4718,5256,600,9236,8549,5775,2899,1131
11/16/21,3448,4364,5163,3692,886,9499,7321,790,3894,4831,6830,3814,1279,1117,3090,4498,3564,4293,1871,9328,8922,3879,2281,7722,9353,4421,4640,1749,7684,984,4087,6867,5034,6809,428,7663,6602,5444,4873,1706,8051,2431,5926,9144,6279,8003,6002,7486,8686,6285,1516,6593,8697,4268,1317,93,9384,9577,7199,8008,6044,2153,4292,9298,6226,9710,173,2881,7427,2452,5475,4545,3326,5262,3342,468,8074,2737,5044,4946,5631,2969,6040,140,7159,4059,1436,5949,8125,4611,1653,2833,962,6749,3595,376,7819,6709,1580,4176,4898
11/17/21,2114,9841,2347,7140,186,250,6670,7672,8615,7994,5608,2059,7172,7353,1307,418,3325,4068,9116,8378,2269,6239,3895,992,4581,5582,5687,5265,62,7073,7926,5311,5375,8164,7032,4026,3152,9543,7118,2434,7054,9818,1464,4236,5738,8893,5932,9997,6475,2913,7125,2842,2936,1951,7803,3166,9960,3701,7775,3132,8184,4222,6980,8763,3845,8752,4849,1415,5971,5358,9324,1059,9780,8150,2658,7220,1996,3919,6428,4420,9882,6573,6375,6408,8447,1062,5809,8956,6189,6391,2571,5766,692,2410,6677,4538,9415,2637,511,6655,8830
11/18/21,2269,8258,4691,8695,6039,4,6556,7612,9547,145,7890,6623,5541,1675,3342,4232,9681,7178,8607,7918,4508,4156,4560,9532,6331,2112,4605,9829,5274,2040,7544,7629,2457,39,6070,2421,5959,4954,233,2538,3620,5720,4371,9084,243,1763,3172,9338,34,3912,6294,3822,969,66,1759,4227,828,2068,8815,9475,9406,5254,6049,3495,7743,9702,3216,7491,9568,1298,2455,7182,6173,6547,1747,8897,262,43,2754,5555,5143,2623,1736,3429,4330,3858,5086,693,7567,873,1032,1471,2659,9699,7027,4278,1348,9510,6938,1896,8535
11/19/21,1961,1754,8559,2849,2903,648,6275,8825,802,2431,1442,751,6856,8188,7949,5941,1881,156,8301,9244,8624,9512,2377,1229,8364,3332,7773,7939,66,687,9780,5152,828,7027,4750,2139,1450,9388,7279,9109,1180,2039,8269,9775,9770,9437,7349,9416,158,5323,2169,6425,2288,6772,5608,6918,9518,4412,5593,3505,5789,4915,9747,7580,6085,7829,6480,7870,8641,5311,214,8042,5184,6629,2562,2376,2770,1101,865,5582,2263,2596,8710,404,9556,4667,216,7775,4264,6184,1202,2722,8502,8020,7025,2959,3727,8340,8292,8251,9554
11/20/21,5391,9364,3328,8364,1772,8680,4068,7860,630,8352,3128,5660,5590,1347,5390,9306,6340,2066,8990,2021,9175,7523,2526,7683,2135,4822,7440,91,5950,8566,7781,8750,1836,4017,3841,1802,8652,6647,4046,7358,8051,8200,5581,9752,6271,2237,8483,5850,8935,6943,5037,121,3047,1811,9673,7909,4125,4450,3100,4367,6779,4535,564,7209,2755,5870,1928,6352,5067,903,1119,9332,5855,227,6194,2538,3412,6852,7732,1250,7042,9596,9457,8824,9658,710,5467,2647,1817,9511,6306,197,1780,5476,7015,4663,8088,692,6397,8035,5124
11/21/21,4682,7472,2527,5824,9471,6485,3285,395,3058,768,8789,1616,5684,3998,7756,1311,4436,8251,564,9635,6463,4839,923,8740,9622,457,8517,6664,723,1289,653,7329,1228,4464,9535,3824,3545,2447,8983,5441,6364,9293,3662,7008,332,6317,2936,8854,6196,489,3501,7184,1851,2606,4400,3793,8016,7681,2654,2606,3306,6659,7730,3797,185,7803,859,6780,9125,5727,2680,5736,3415,5004,4817,941,7022,2795,5180,5820,7267,3935,9089,8164,5115,44,180,1535,4727,8467,8863,5251,7553,5844,620,5222,4284,9902,4984,264,1024
11/22/21,696,4864,1671,3287,6085,7435,6776,1368,9492,2504,6465,7507,6813,2918,209,4659,8170,613,479,6238,8293,6610,9445,4621,3756,2014,9917,4592,4337,8003,6260,7950,225,4065,2837,8052,2294,4336,7121,261,9372,54,1850,4456,8317,9930,367,9171,3092,7665,1070,5866,9762,5087,7863,9485,1295,2475,6631,1252,7016,4466,7541,2036,7503,7136,329,1703,9877,3729,684,1332,2637,2274,2828,8497,990,4398,1395,8342,821,9053,6451,355,3731,7307,642,1494,2205,2661,9723,1992,5485,5940,1921,2942,7721,863,5536,6628,3787
11/23/21,9515,4720,9792,2559,2145,4233,2929,9659,9237,2708,7446,8561,4587,7665,3518,8053,8579,6830,6862,8937,761,1549,6184,3783,5902,9187,8910,222,1278,6087,7338,1950,8550,1505,2198,2454,1195,3217,9233,7952,5372,407,5151,5459,6703,5422,9378,1474,895,2122,4093,467,8794,822,7579,8032,8171,6173,9832,2322,6895,9694,888,3242,2814,4073,4289,5720,2891,4112,7804,8662,1182,1687,7478,7045,9953,2300,3128,6960,1616,3416,6407,6904,2186,8585,2409,6862,7969,4620,3217,8741,4843,5161,7825,9505,9924,5984,5906,2275,9727
11/24/21,3640,7401,4368,578,2983,1874,4522,2837,5567,7248,6896,6607,5137,5862,144,2586,4835,3289,8511,3468,368,6912,6790,2791,717,2073,7162,9611,4930,8513,8866,8297,5774,5351,7398,2182,3754,3903,9718,1858,8930,2404,6197,4476,6908,8542,486,1351,4241,3499,7414,3414,4924,8830,8741,9912,4979,3889,7875,6176,6182,4364,9573,8954,1407,1527,6141,2956,9806,9753,8901,1200,9685,8309,5089,2970,2679,1509,6114,7385,1081,3838,230,9215,2315,4186,8060,7896,8498,8448,1327,127,9710,8458,537,1923,6346,6439,8132,4583,821
11/25/21,1704,4422,7425,9146,708,9069,3176,754,9235,5504,685,8377,7568,4022,664,405,6048,2800,3082,8232,7211,281,6395,2536,3760,8765,5350,5264,6283,9773,582,4785,6705,2362,2759,5776,483,9001,9143,3176,3678,9870,3417,5526,4399,7389,4931,5529,8510,403,9814,8367,9061,2568,5134,124,9004,5519,6506,4510,1567,7510,2837,15,5738,6667,9180,1708,9259,3082,4208,3539,2008,8355,6403,2143,6260,9042,9380,5539,274,8325,8286,3819,3460,5931,2032,424,7014,2833,8720,4336,2326,3966,6478,1200,9951,2702,3119,8124,4371
11/26/21,7888,1036,5027,3042,1563,9280,9427,6960,3220,3282,9834,18,2540,4811,1973,763,1621,1331,2296,5820,3644,7971,4070,492,6970,9767,1258,8677,6823,3685,7442,3386,1920,3921,2216,2829,9640,2922,7734,2313,2124,9464,8127,845,2674,5774,6793,9493,2311,947,7219,7158,5647,4978,6818,1434,2582,3574,7300,3242,9379,9110,8364,7542,5456,8650,1862,6203,5907,8206,6701,2964,9132,9840,2950,4837,4213,2608,3991,9251,7487,5634,7266,1949,9230,6184,1496,6126,1213,982,8851,4789,9418,2528,7863,8256,928,1732,1268,8181,9858
11/27/21,9229,4119,4967,4601,9232,4731,2036,2534,3236,6185,9872,6101,2472,8785,5199,660,473,432,5867,6359,6624,5957,4037,5507,3917,7352,6201,5435,8442,187,7443,5696,1812,3075,5218,9583,2322,9040,7161,4336,8767,4846,417,9935,9512,7119,233,1555,1143,4605,2339,4262,1872,7221,8909,4103,342,3362,610,7793,6397,4019,4546,6977,109,5807,6351,9901,7580,8533,8396,9522,6303,7203,713,2333,2044,1416,3482,475,8850,5688,4825,1064,993,9724,1953,2326,3771,6925,3163,9940,1661,2322,105,1248,3091,5600,573,5526,407
11/28/21,8800,1936,908,362,7003,7278,5564,5289,4554,158,1657,6381,4275,4680,5602,7860,219,7706,4371,6111,3128,716,5296,7929,1740,8995,8893,8927,3629,4119,3741,3272,7496,6706,100,1441,9277,6405,368,410,9191,6880,5109,6578,7339,9606,8690,6757,6720,8135,2274,8030,581,2662,4681,273,9800,1172,74,9985,7754,8039,7,9563,6211,3635,9770,6756,9567,8561,9930,777,9345,4616,793,3561,4305,8213,4245,603,2502,1437,1970,1383,7586,7203,3904,9313,9238,6832,147,8381,1912,826,3771,8992,503,4346,9462,645,7546
11/29/21,161,2780,6646,3604,9738,165,8719,2843,3370,9342,3498,7585,4010,1553,5399,3276,5324,4046,4024,4804,1909,7780,2870,5297,4015,6914,6100,8510,5906,9682,111,2359,2316,3922,9362,5172,5659,3018,886,8851,2753,4809,1151,4465,6743,7997,5023,7426,8065,1453,762,6342,2872,917,8886,3917,2595,7522,812,2264,7104,6550,4141,477,2719,9393,8795,3836,2993,3215,3664,437,9802,6975,5914,2507,5641,7802,2018,7071,9911,9309,4350,174,7951,4892,3699,4482,9329,6819,4581,9258,4852,4534,1581,9022,6834,5701,3760,9496,3651
11/30/21,5720,6227,2747,5596,6736,7390,924,4048,9035,4018,712,5837,8994,4738,9863,3646,7039,6728,1802,1734,7644,4500,6846,1456,4230,2291,8096,733,9568,3779,6993,1053,5832,8493,1936,16,6271,102,3656,7321,200,4205,5207,583,2391,7310,9535,1931,5676,1404,9644,3113,192,4128,7945,9403,903,9982,4013,2250,8996,9469,5215,3588,3566,3122,9812,3155,8455,9126,3133,5407,6988,7067,5932,3835,5402,6905,4524,9275,6325,9905,4304,4991,4281,1862,6211,6701,4091,885,446,7656,4215,6070,3925,1189,7143,1542,2838,9452,6975
12/1/21,9963,6360,5629,6542,8567,2012,8790,7989,4002,2772,1306,3870,4454,1034,1578,7256,6102,7141,6861,4792,4910,3930,665,1934,683,7527,2608,7027,8686,753,1418,3261,7319,3792,3522,8161,1928,5474,1223,287,6165,5885,9378,5001,3642,6828,8882,4821,4796,2854,1623,2192,3419,7460,1564,7324,7707,2636,6293,3172,3631,1151,8809,444,2424,6863,5893,9634,4246,7723,6451,4191,6742,2476,6137,9353,6101,2540,5889,6572,9837,934,9644,2654,841,8507,9720,1825,3840,7221,155,8449,5560,1878,3586,267,5479,83,694,7062,3642
12/2/21,126,8335,5356,2181,621,453,4597,4019,5612,1384,6081,8305,7773,413,2723,8977,3673,8287,5149,554,300,543,3281,5926,2455,4805,1221,6595,2404,6491,9305,6812,1408,4534,4814,3052,6443,1069,3245,3383,6426,5316,6475,5346,9646,108,4157,8816,4864,6140,8027,9163,6534,5312,9938,3163,8881,1684,4936,2562,5839,2907,7112,6516,5626,7176,815,5954,1629,5852,7949,45,1577,171,5897,4248,4948,2182,615,7663,40,70,8348,1319,2157,2928,4382,4213,8638,5984,3863,7921,7176,6363,9252,8364,3595,4489,8171,1945,5411
12/3/21,9469,2744,5543,2171,4781,1347,6096,4620,4591,2191,7572,1552,1733,7186,6881,2251,4934,3737,611,4788,1401,8475,3523,7394,8576,6984,3168,1090,687,9692,5415,8131,1178,1103,8826,1437,8875,2396,2970,3854,589,2912,1279,431,6831,3673,1986,2358,9431,1770,9970,4574,5563,5199,2612,1046,3253,2344,9346,9781,9398,1158,3044,9567,5202,3003,2168,1388,9011,9218,5925,5363,5810,7129,1599,4749,2849,3042,2726,1156,2635,1007,6799,2495,3471,5277,482,2677,1999,7988,992,9464,2720,2215,3702,6315,2805,2887,3980,7404,8933
12/4/21,5038,6871,7915,3233,1060,4969,2345,3415,5335,1787,9127,9714,7511,8604,7579,5823,9916,6038,1335,3495,103,5320,6278,9064,7277,2532,5309,5682,6656,1033,1957,9697,5601,6846,6294,8914,7714,459,6430,6234,537,6669,8474,5640,860,5274,2585,2158,6957,6797,5264,520,6540,982,577,3922,3712,7717,4360,4655,4774,2084,9027,8717,5177,9819,4689,8998,8317,9437,275,535,9995,2348,2824,4263,5406,2720,1828,8721,6458,4736,1827,5680,5385,4468,7141,2476,6121,805,3426,8264,7414,3070,2726,6184,8265,1599,1478,2678,7569
12/5/21,385,2477,4271,4877,5267,4983,2037,8523,7329,5916,4990,962,1017,8203,3489,4407,9365,7937,5270,3998,510,6959,366,4291,903,7558,5378,2586,9691,840,3877,9771,2977,4792,9712,5085,5213,3667,9365,770,8636,3307,1766,244,7865,4624,32,521,2975,8607,7305,5019,3277,5502,8978,3500,9661,4514,1778,8396,6059,1215,5428,5091,790,7444,3433,8221,7161,5027,9986,8310,8089,2586,6106,4005,9493,7634,1293,3641,540,8901,2029,1114,4794,9329,6955,5990,8267,4285,2815,3629,7468,2741,9929,6777,2129,4846,3667,2836,7146
12/6/21,5541,4655,2381,7483,8877,7042,9569,3871,5312,4974,5393,111,4468,4805,3853,2220,6162,5209,4913,2177,8640,2409,2855,7777,5969,6915,2836,4570,3754,7644,943,1817,7768,3076,2860,2182,2335,5156,9621,2116,6644,3523,1869,1689,6184,3485,3240,3521,6599,9783,3593,5692,9842,9777,9730,6880,9896,5440,3735,1614,8316,5092,9342,1246,2553,7462,2916,6702,7473,9939,3123,1696,4826,6640,7013,4785,1001,3211,17,6657,4397,8408,2821,4212,288,3157,5480,5346,6660,144,6580,4049,872,7143,7537,7890,6241,977,2765,2306,1553
12/7/21,1093,1757,5115,2388,1736,2052,3343,2309,5172,7516,4404,9958,9662,9058,3612,3765,4994,2040,1599,1476,1006,5993,9776,9301,8822,6335,2392,7959,6926,958,8583,9853,8871,9206,5627,204,9333,4279,7042,5816,9381,4157,2787,4470,3080,6574,3535,7445,9789,620,2000,2401,1988,8700,366,4562,1453,5068,1281,6532,616,2643,7813,2248,5798,8962,4767,2469,7383,1551,183,5429,6022,4374,9137,2522,5004,7571,1287,3290,2201,8896,271,9155,5583,6157,6513,240,8096,1480,3585,6822,4439,5981,6359,7499,4768,8804,7435,9515,130
12/8/21,4670,7649,6668,1612,2359,9121,4005,5195,9533,6690,5566,6249,5137,7275,6225,2256,6933,9679,5836,9250,7962,2219,5464,8021,8245,9304,320,7812,2633,7480,5939,3468,3590,6268,6350,3915,673,6770,4140,4118,5681,8583,8851,7718,8886,8676,6113,4692,9997,4787,9721,275,828,1914,4415,9966,6332,4620,6685,5582,1139,8037,2458,8346,5176,1137,3960,858,8320,4792,7391,5969,3769,1204,4594,7325,157,9582,8699,2160,5772,919,13,8187,9765,5033,7175,2125,7069,9868,4530,8449,3165,3873,7345,6109,4586,6757,8875,9881,9644
12/9/21,1186,3738,7816,6321,4021,2391,3170,6611,5057,2807,741,9026,4577,8874,4893,9883,5118,435,7286,9081,8854,1476,2195,7137,5342,7965,9931,3875,6000,2084,8800,8488,2065,7701,1530,8118,6200,6777,4698,3154,8475,8488,875,9745,2946,4887,6254,9197,6197,8164,5910,3180,4236,7173,3766,536,7430,7268,6786,2617,304,9313,1729,1945,3520,2304,438,8466,7429,2337,7148,6089,6601,7520,1028,4174,9199,4545,1552,3893,3172,6217,5323,4971,3821,1450,2809,8185,2087,8338,7225,3639,1606,2769,9552,784,1738,7930,315,3591,760
12/10/21,7281,3476,8862,2969,924,4805,9036,5068,3338,9442,5391,3620,907,1513,3587,3695,3542,6718,8459,2087,7794,9887,1655,1467,9018,5715,5939,7429,8680,2793,3058,1262,1185,2517,4247,5672,7309,8750,8329,9722,5078,4028,6507,1670,3251,4292,8823,5635,334,7948,4177,7665,6829,241,9000,4007,6548,5240,2399,259,8293,278,1000,832,8566,5859,1146,1095,1452,3886,2351,2233,2101,589,4001,2579,6839,9914,571,9277,819,9920,5083,453,1904,788,5521,5000,959,9607,7583,5941,5286,8289,3125,1544,4551,1115,1078,3992,10000
12/11/21,4634,5865,590,255,3000,359,1547,6055,9517,5677,5265,7874,8567,2416,4104,8010,441,2158,4046,9844,7994,6594,3547,362,9350,9873,2223,337,9131,6056,591,7207,7426,6699,3448,4551,9516,1224,4541,9173,2646,1151,1604,5494,6041,6439,4637,2234,1573,5906,3605,1653,8510,5855,7955,6313,5202,606,7786,2562,748,7154,8438,5243,763,549,8798,6685,7936,9880,133,2623,9306,9883,2622,5735,4059,9652,7527,430,442,9628,5013,6606,6080,4226,7567,9266,3271,7259,9226,2969,9494,818,4305,8683,662,7418,7480,7966,7234
12/12/21,5969,3026,4767,9317,1924,5301,3163,6480,9456,5383,5544,8049,9908,2087,1510,8970,4744,4973,4605,2506,9415,1560,3888,8104,5567,459,1468,8920,3132,4410,33,2656,1859,1844,440,9804,1359,43,7217,6002,4508,1198,8891,5075,2270,3573,5320,8261,4181,5114,1603,1562,9474,3171,3890,5715,3347,5852,2295,1780,4289,2717,9335,3833,6275,7834,8439,4905,1075,9859,6256,9677,1417,7843,6371,1167,2964,3137,2369,4624,4346,6069,9526,7560,6619,9896,8080,6520,5675,5420,7331,1596,8008,618,1340,9370,130,9629,8155,2711,2397
12/13/21,6257,3392,4203,7367,4295,8199,9940,5711,3378,7093,6679,81,7843,7303,8189,3002,7604,5051,6687,1743,2099,3664,7426,9743,2393,6940,739,4718,3996,499,842,4390,5848,6243,4464,405,4856,6567,590,9156,6346,8279,3787,3878,3161,3471,429,3505,907,4255,8211,2988,449,8031,3841,2090,9770,5620,6289,6115,7528,6763,5247,1007,7062,6400,9066,4873,6796,1099,8602,2076,3475,894,8338,8514,9413,1644,4416,1775,7801,6589,3588,7859,1541,8141,4814,6936,2756,5376,9545,7513,8777,7055,8660,4761,6609,4741,287,1295,4533
12/14/21,3099,5114,807,8296,2737,5290,2698,5343,381,2459,5141,8486,1022,6730,330,811,9614,5482,4180,3945,8926,7259,5471,3342,8045,5179,160,8225,5634,1884,7343,4274,3548,5206,470,9433,3453,927,2392,3672,3559,3763,6082,849,9186,8487,1087,817,344,6938,2154,5442,9468,6582,8751,7226,7177,6013,6264,2627,4440,4326,2025,8887,4863,5388,199,3082,9129,8648,484,223,4124,4343,9238,8543,6249,8559,8407,8488,9964,4012,6473,3343,4694,6337,2071,8376,4075,7859,9454,6882,2833,7045,9461,4690,6796,419,6807,9441,9004
12/15/21,9265,6416,3721,3408,7764,5310,6644,6007,1996,5242,6647,5707,3124,1366,122,3024,52,4107,75,3927,9709,6980,2652,1866,5697,9856,8393,6825,4365,3890,5467,161,7853,7081,4140,2988,3621,8939,8547,6713,1861,1808,3201,3931,274,582,1983,9422,638,9250,5569,9938,7841,8947,3807,4879,541,8182,2698,6199,4005,6882,1194,9569,2025,6818,1687,4679,3179,7747,3626,9356,2118,8186,6249,3734,438,8961,3134,5074,2781,2705,1424,4015,6750,6273,7680,1962,1768,8375,1611,4843,5328,814,2374,4869,1900,7564,2390,7574,4864
12/16/21,9524,3686,9231,5570,8688,3340,91,3768,4049,641,3930,1634,9835,7621,2253,3997,8777,3680,627,8015,5495,3658,2810,4583,9010,2295,5928,3783,1163,3104,558,8328,7044,9069,6228,2321,2965,915,1416,7405,1274,1576,9028,145,272,6891,2032,9797,3532,683,3357,5799,5466,632,7098,2204,284,5080,4206,8683,6663,6311,3549,277,1307,5634,8950,9128,8828,9255,8363,3713,1190,5637,7084,9295,904,8683,9820,4072,3894,8301,4837,5192,6474,3556,7161,3520,2901,2504,5102,7644,6184,7645,1758,9331,8510,2008,3499,3664,4308
12/17/21,2573,3370,4791,2255,2357,9428,7869,4587,4329,4802,7552,7281,2515,5948,5543,6920,1821,7689,5928,9897,9858,7911,1734,9221,7001,2101,7937,4083,7889,8148,6205,109,7937,3456,7784,2200,6176,6131,7771,3939,8967,7384,2660,1920,7724,8191,5153,1784,3530,6073,3994,2500,5694,7611,1706,765,3325,1717,9711,2504,4136,4574,3277,4018,8984,8331,1050,152,322,7817,6499,9476,4693,4913,5921,897,818,2477,7533,3619,6477,8108,5039,2761,3886,8967,6816,8254,5153,2577,3434,2977,5965,6564,8585,2526,9536,7567,3115,4559,5153
12/18/21,1454,7074,5978,634,9672,3110,1946,6925,5135,7103,5951,9569,9091,2452,9167,8498,9621,6671,3467,1272,8164,7329,3262,7586,9807,9091,5211,114,8011,5977,8704,5892,2414,1550,7128,7682,7799,6654,1460,8320,5188,9474,3482,7120,1704,8488,1740,4447,5072,2396,3456,1717,1997,8016,1711,2500,3122,5065,1704,3232,1650,1547,4745,335,6571,8424,9457,6155,7691,1912,6574,3920,8728,2995,8830,6588,4938,2305,8739,7458,9215,5012,2713,7214,8686,7397,1671,9586,2089,5281,796,3228,1374,913,3368,8297,9011,1087,7217,7845,2183
12/19/21,5248,1867,8028,7941,2639,9607,2102,8205,1293,8891,5507,3129,1032,1355,5774,9782,4306,5801,9920,8277,8252,5133,5142,1836,7313,4500,6564,7334,2665,4576,8792,6878,7568,4092,3519,5501,2258,8609,2874,8686,1773,8412,1143,3808,8902,1515,9198,9369,4751,9411,4468,7731,1912,4023,6065,805,3559,6352,7995,7640,5844,2660,6758,592,9527,374,2948,3252,7663,6873,6882,7190,7111,2469,642,8217,5113,4578,7211,6019,3085,6047,875,5721,2907,18,5139,4640,5382,1996,7072,7416,7828,8298,3522,1603,5533,7398,4794,2551,61
12/20/21,2400,1182,4037,3613,2756,9473,8725,6087,7778,6311,8303,3148,7847,8921,8726,6510,2395,9775,6837,4075,4753,8396,1304,7520,9936,1850,6944,1191,2642,4896,4456,5674,7394,618,8181,6400,286,5269,5769,6735,7632,5671,6102,2092,4303,2931,5038,1370,3226,3139,9896,3751,2862,1649,8913,6715,4757,8820,5835,794,693,5825,6682,6759,4021,6266,1873,2169,5554,3001,8909,5957,3301,5296,4373,6595,7694,251,4701,1591,9784,6222,3369,5654,2525,1843,7260,1205,5551,1777,8264,1394,8368,7796,7011,1828,3803,4079,466,5146,4035
12/21/21,1022,6410,3458,9500,719,8432,6765,2129,681,5307,4538,4768,8960,532,2221,2059,6154,6545,6567,3687,5186,2335,6551,25,7173,520,2627,3016,4238,170,8287,4529,8183,9730,4140,9479,7282,4404,4272,7310,3209,4669,9727,214,4121,652,3996,4239,2579,7577,1051,4561,908,8644,7143,8825,9049,4398,7181,7635,3096,7398,2425,6523,2537,3877,3061,7057,5826,7952,9970,7718,4706,1533,6138,3885,6898,905,3393,7410,6746,2237,2622,8735,1230,5143,2832,6720,5952,9218,3397,3284,1240,5697,7121,1629,970,5149,1268,4607,7704
12/22/21,4117,4671,2714,3743,5541,6858,4119,2948,1404,9258,3874,8713,9537,4145,929,5079,6881,279,8687,8287,9413,7655,913,1598,361,5911,1436,4562,2998,9127,6300,4015,4448,1972,3517,3277,198,3845,1182,6600,3980,8204,8059,6420,2812,7939,7369,1951,3538,9182,681,3104,6439,3984,1111,70,978,4174,2190,8271,9668,1039,1314,6590,7204,9039,1927,9340,7484,9493,6160,5299,3660,1204,4676,2501,4454,4203,1963,9820,7144,5967,9480,1944,6221,4573,5809,8690,970,6579,8285,1421,4395,4157,2651,7888,846,3273,3592,3625,9194
12/23/21,8531,4166,2164,3420,5956,6301,5855,5001,7646,9688,5267,7041,9640,6068,7130,3072,514,7097,1593,8040,9701,8786,9238,8790,932,5680,4078,227,2830,7979,9893,3595,4469,1546,7003,7572,3526,6077,4811,2709,8925,9570,6528,9117,4723,8898,8453,9708,6122,9308,5168,7869,4597,6785,6442,4728,1340,4005,8716,136,7249,3139,6394,7244,7738,1652,9242,6299,3948,2287,2167,2663,818,1762,4537,3085,7323,4633,2422,3069,7790,2207,130,1918,9982,4587,5193,7462,9030,7153,5691,3283,8281,5659,8677,4361,4142,3590,1138,1245,9013
12/24/21,1846,5733,7396,823,8169,946,6365,4822,1365,5254,3908,124,6397,3542,1659,7752,4105,2386,9216,1961,212,1850,5390,4254,5879,5729,5708,99,280,8573,6516,1927,604,673,3778,9226,2206,7270,1499,7962,1731,9013,7339,3525,3970,3498,3585,9055,8062,9339,490,5840,7975,2444,257,6460,1574,345,4590,579,5483,2510,9614,6495,8279,3943,2037,8266,3357,1239,9282,3360,865,3821,7811,9760,245,3555,4816,1849,3327,7312,5193,848,5996,9193,5900,4302,9568,1799,3836,6809,4335,9421,7927,4372,2749,3273,9056,3811,3426
12/25/21,4493,2978,4252,4113,1986,2682,8580,8105,9300,3825,5019,1218,6508,1465,8609,9571,1425,4528,1983,2138,553,5255,4329,7826,7816,4529,2134,2962,524,1423,4849,1830,9977,5494,6091,8230,1882,5263,7914,3976,8735,6895,4330,2298,2999,4859,4713,2031,5055,8107,7288,1134,9325,5060,6536,9627,2249,1579,4267,8842,6436,8706,4629,450,2675,7276,5603,5548,5769,5620,4018,9204,6017,6018,8598,2825,8903,3019,164,6593,4140,3489,722,3565,8228,4819,970,326,6491,2660,1814,7345,1512,8832,9287,3828,8452,7037,6593,1803,2430
12/26/21,3226,6306,3015,658,9413,2332,193,6044,7398,1730,8590,4452,7633,4159,5972,8358,9281,7250,1563,7306,5149,5787,6874,5570,5470,1054,7724,4785,1954,5894,3472,589,193,5159,8900,1607,7603,6992,5102,5808,399,3542,5853,20,1085,8500,9191,6570,1868,4640,3889,5735,8287,246,4704,9185,6325,8310,5962,201,6098,2319,1917,994,551,6099,2603,7897,9812,1809,2021,9340,9695,2817,1930,9681,4837,5847,3163,2273,3611,8306,1068,6977,5853,6699,1045,226,4389,4169,8589,7415,1783,7962,7041,2774,8084,6162,4553,9808,1758
12/27/21,4683,1979,881,1861,4466,6527,9052,8596,6095,4189,8029,6986,9340,2467,4065,8306,3302,5388,1694,8349,7435,7775,5427,4398,8460,5374,540,6983,4577,7943,7713,7906,4757,9392,7102,1462,4099,5965,5432,6847,2921,1671,5993,6183,476,5644,8927,7050,43,3856,2030,2064,9047,143,1462,5253,2722,9552,3087,5233,6800,3998,5727,8436,2150,7909,1666,7329,8,1510,9800,2349,7972,6041,6930,3098,3909,8330,2162,2772,1066,8851,9077,5682,6783,6653,4346,4650,6244,5779,2585,5567,5313,8157,8764,113,6876,7167,6672,1891,2824
